Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Moisture,pH_Value,Rainfall,Crop,Soil_Type,Variety,Fertilizer
149.61,15.97,29.61,39.88,50.78,N/A,5.10,75.89,Sugarcane,Silt,Co 99004,N/A
58.04,30.29,41.42,44.38,65.57,N/A,5.93,114.62,Sugarcane,Sandy,Co 86032,N/A
79.57,89.24,87.41,29.77,51.03,N/A,6.12,334.40,Sugarcane,Clay,Co 0238,N/A
16.75,68.08,70.30,15.52,75.83,N/A,4.60,323.82,Sugarcane,Silt,Co 99004,N/A
7.09,33.84,21.69,30.38,42.00,N/A,7.77,284.32,Sugarcane,Loamy,Co 0238,N/A
24.85,12.28,10.21,16.89,90.80,N/A,5.04,233.46,Sugarcane,Silt,Co 0238,N/A
12.27,61.07,84.74,32.39,37.34,N/A,6.11,282.91,Sugarcane,Loamy,Co 0238,N/A
112.17,63.84,75.98,17.04,58.82,N/A,6.64,250.77,Sugarcane,Loamy,Co 0238,N/A
149.73,84.37,64.45,38.19,72.27,N/A,4.93,152.53,Sugarcane,Sandy,Co 0238,N/A
112.44,88.11,23.65,20.03,40.86,N/A,5.23,232.26,Sugarcane,Saline,Co 86032,N/A
126.51,60.12,10.99,29.60,43.69,N/A,5.72,39.37,Sugarcane,Loamy,Co 99004,N/A
30.95,8.82,23.33,17.79,52.92,N/A,7.74,364.71,Sugarcane,Saline,Co 99004,N/A
91.84,6.54,43.34,25.50,80.95,N/A,8.32,239.96,Sugarcane,Saline,Co 0238,N/A
136.61,89.01,16.44,18.88,35.01,N/A,5.05,299.94,Sugarcane,Peaty,Co 86032,N/A
31.41,42.47,44.22,15.53,70.93,N/A,6.97,199.91,Sugarcane,Silt,Co 99004,N/A
49.32,41.23,58.55,42.30,93.97,N/A,7.17,235.85,Sugarcane,Clay,Co 0238,N/A
17.91,76.78,80.94,26.30,80.27,N/A,4.81,365.53,Sugarcane,Loamy,Co 86032,N/A
54.55,50.11,61.76,26.99,69.10,N/A,6.84,207.29,Sugarcane,Saline,Co 99004,N/A
128.87,22.38,33.70,21.04,73.39,N/A,4.89,174.19,Sugarcane,Peaty,Co 86032,N/A
63.87,29.65,22.54,12.85,58.54,N/A,7.84,259.57,Sugarcane,Silt,Co 99004,N/A
66.41,33.82,65.83,23.37,38.82,N/A,7.54,214.50,Sugarcane,Saline,Co 86032,N/A
81.04,33.85,76.39,18.21,99.40,N/A,7.97,103.40,Sugarcane,Silt,Co 86032,N/A
83.14,86.12,62.31,19.30,37.48,N/A,6.33,317.94,Sugarcane,Clay,Co 0238,N/A
127.39,26.39,18.58,20.46,71.02,N/A,5.32,224.91,Sugarcane,Loamy,Co 99004,N/A
36.34,86.73,30.16,29.72,65.97,N/A,7.40,125.14,Sugarcane,Clay,Co 99004,N/A
105.99,75.07,20.50,37.43,61.29,N/A,4.61,115.88,Sugarcane,Peaty,Co 0238,N/A
85.97,37.73,98.47,43.35,83.06,N/A,6.13,232.85,Sugarcane,Loamy,Co 86032,N/A
119.61,86.85,93.69,18.49,83.17,N/A,6.12,388.41,Sugarcane,Loamy,Co 86032,N/A
50.87,51.87,89.00,22.86,70.44,N/A,4.66,134.68,Sugarcane,Peaty,Co 86032,N/A
16.70,69.17,76.14,39.06,64.77,N/A,8.43,28.05,Sugarcane,Silt,Co 99004,N/A
12.15,45.51,54.00,21.53,72.73,N/A,6.39,216.38,Sugarcane,Saline,Co 99004,N/A
24.19,46.44,96.06,32.15,34.33,N/A,7.18,295.69,Sugarcane,Silt,Co 99004,N/A
111.84,8.17,24.67,10.36,42.75,N/A,7.48,341.68,Sugarcane,Saline,Co 99004,N/A
21.30,63.21,33.36,31.94,86.40,N/A,8.13,152.43,Sugarcane,Saline,Co 99004,N/A
16.04,51.76,73.48,44.28,94.73,N/A,7.74,199.36,Sugarcane,Clay,Co 86032,N/A
133.35,21.13,44.67,33.52,81.05,N/A,6.38,130.93,Sugarcane,Silt,Co 86032,N/A
45.42,89.58,98.23,13.51,91.43,N/A,4.88,191.34,Sugarcane,Saline,Co 99004,N/A
5.55,67.48,59.55,27.97,88.37,N/A,8.48,249.77,Sugarcane,Clay,Co 0238,N/A
77.24,85.20,94.47,23.14,91.95,N/A,7.88,74.96,Sugarcane,Clay,Co 0238,N/A
39.63,69.37,17.75,30.77,75.29,N/A,5.79,259.86,Sugarcane,Silt,Co 86032,N/A
39.79,80.71,52.84,17.56,65.74,N/A,5.50,252.61,Sugarcane,Clay,Co 86032,N/A
93.56,21.71,56.88,16.32,90.76,N/A,5.29,221.42,Sugarcane,Sandy,Co 99004,N/A
130.83,11.54,33.85,43.76,64.43,N/A,6.85,196.13,Sugarcane,Peaty,Co 99004,N/A
39.63,28.09,68.45,33.16,30.66,N/A,6.75,79.43,Sugarcane,Loamy,Co 0238,N/A
115.65,69.44,82.60,43.42,40.65,N/A,5.92,332.37,Sugarcane,Silt,Co 86032,N/A
68.80,8.94,94.39,16.22,92.78,N/A,6.31,280.27,Sugarcane,Sandy,Co 99004,N/A
32.01,82.81,34.79,41.42,87.51,N/A,8.31,399.70,Sugarcane,Clay,Co 86032,N/A
82.03,49.12,15.46,19.90,38.97,N/A,5.23,128.20,Sugarcane,Clay,Co 99004,N/A
17.51,54.44,11.91,31.60,43.94,N/A,6.08,349.02,Sugarcane,Sandy,Co 86032,N/A
51.20,43.93,94.31,33.57,82.54,N/A,8.31,309.26,Sugarcane,Clay,Co 86032,N/A
46.06,57.52,93.35,21.62,78.28,N/A,6.98,30.18,Sugarcane,Clay,Co 99004,N/A
7.23,74.51,45.20,33.74,54.71,N/A,7.73,296.43,Sugarcane,Loamy,Co 0238,N/A
71.92,85.62,61.01,12.13,74.44,N/A,6.12,183.10,Sugarcane,Saline,Co 0238,N/A
103.07,30.74,90.81,19.79,89.91,N/A,7.91,284.20,Sugarcane,Saline,Co 99004,N/A
41.23,43.45,93.37,19.34,77.83,N/A,6.75,288.05,Sugarcane,Clay,Co 0238,N/A
149.00,42.10,23.39,37.97,49.91,N/A,7.42,190.53,Sugarcane,Silt,Co 99004,N/A
38.61,53.08,62.64,39.26,78.20,N/A,8.06,351.90,Sugarcane,Clay,Co 99004,N/A
11.66,53.91,10.81,21.91,72.86,N/A,4.98,338.94,Sugarcane,Silt,Co 99004,N/A
34.58,39.24,74.76,32.55,37.85,N/A,8.04,76.68,Sugarcane,Saline,Co 86032,N/A
103.96,51.35,89.66,28.88,99.72,N/A,5.65,40.45,Sugarcane,Saline,Co 86032,N/A
139.03,46.56,29.45,19.28,60.51,N/A,7.51,359.59,Sugarcane,Peaty,Co 86032,N/A
82.45,51.75,68.45,42.37,52.64,N/A,6.02,87.40,Sugarcane,Peaty,Co 86032,N/A
107.76,35.70,79.33,10.44,45.51,N/A,6.31,254.68,Sugarcane,Peaty,Co 99004,N/A
12.67,59.27,89.97,24.98,98.98,N/A,7.77,143.96,Sugarcane,Silt,Co 86032,N/A
20.88,22.43,35.46,39.48,68.26,N/A,5.44,399.97,Sugarcane,Peaty,Co 0238,N/A
107.88,64.54,11.76,23.14,51.70,N/A,8.31,370.60,Sugarcane,Saline,Co 86032,N/A
99.18,23.26,76.50,43.70,81.47,N/A,5.00,304.56,Sugarcane,Silt,Co 0238,N/A
126.35,14.59,86.96,40.28,76.29,N/A,4.85,124.15,Sugarcane,Clay,Co 99004,N/A
84.84,27.67,16.38,12.26,90.78,N/A,5.11,221.83,Sugarcane,Clay,Co 86032,N/A
111.86,82.62,21.88,14.03,84.38,N/A,7.62,385.18,Sugarcane,Clay,Co 86032,N/A
117.57,67.53,64.55,22.06,74.52,N/A,6.88,313.45,Sugarcane,Sandy,Co 99004,N/A
115.40,61.97,53.79,17.20,56.00,N/A,7.27,112.56,Sugarcane,Sandy,Co 0238,N/A
88.05,38.14,87.81,13.17,42.77,N/A,5.80,50.58,Sugarcane,Clay,Co 99004,N/A
35.69,55.63,26.67,26.40,44.11,N/A,6.24,166.38,Sugarcane,Saline,Co 0238,N/A
136.84,62.35,86.41,32.00,53.79,N/A,5.79,282.80,Sugarcane,Loamy,Co 86032,N/A
115.58,53.78,10.84,36.19,41.90,N/A,4.69,209.27,Sugarcane,Sandy,Co 0238,N/A
64.58,22.17,48.34,26.06,51.00,N/A,4.60,35.05,Sugarcane,Clay,Co 86032,N/A
98.24,22.87,74.76,31.80,55.50,N/A,5.89,201.75,Sugarcane,Loamy,Co 86032,N/A
11.39,60.34,31.26,23.74,42.40,N/A,8.41,129.57,Sugarcane,Silt,Co 0238,N/A
78.49,25.90,26.22,35.84,39.86,N/A,4.88,283.10,Sugarcane,Sandy,Co 86032,N/A
95.88,32.98,55.21,16.13,98.98,N/A,5.71,255.95,Sugarcane,Loamy,Co 0238,N/A
108.61,14.60,73.91,16.76,97.40,N/A,6.12,142.60,Sugarcane,Peaty,Co 86032,N/A
6.96,32.35,53.71,40.58,63.66,N/A,6.29,355.32,Sugarcane,Loamy,Co 0238,N/A
13.72,52.20,35.77,16.52,86.36,N/A,7.54,373.16,Sugarcane,Saline,Co 99004,N/A
109.69,57.54,29.37,29.43,30.87,N/A,4.60,372.13,Sugarcane,Clay,Co 86032,N/A
49.35,45.06,16.40,28.05,90.42,N/A,6.35,41.65,Sugarcane,Saline,Co 99004,N/A
65.05,5.65,66.26,13.67,60.57,N/A,4.71,361.55,Sugarcane,Silt,Co 86032,N/A
36.35,26.58,36.24,10.06,73.94,N/A,7.28,330.73,Sugarcane,Peaty,Co 0238,N/A
137.06,61.28,58.43,10.42,57.37,N/A,5.44,64.71,Sugarcane,Silt,Co 86032,N/A
109.62,15.70,50.09,33.07,51.93,N/A,7.75,350.38,Sugarcane,Sandy,Co 86032,N/A
42.63,24.25,24.60,44.27,58.86,N/A,6.71,365.11,Sugarcane,Peaty,Co 99004,N/A
136.61,88.73,23.40,38.15,47.74,N/A,7.72,193.11,Sugarcane,Sandy,Co 99004,N/A
70.06,54.74,12.37,42.32,96.97,N/A,7.52,179.97,Sugarcane,Peaty,Co 0238,N/A
34.17,26.04,13.14,17.53,38.66,N/A,5.98,257.34,Sugarcane,Clay,Co 86032,N/A
8.26,20.96,97.21,31.01,31.58,N/A,6.25,28.06,Sugarcane,Loamy,Co 0238,N/A
121.25,53.93,15.86,31.43,91.11,N/A,5.27,26.81,Sugarcane,Clay,Co 0238,N/A
73.71,36.51,53.42,26.61,89.01,N/A,5.71,85.18,Sugarcane,Peaty,Co 86032,N/A
66.55,18.92,92.31,23.99,32.95,N/A,5.17,45.03,Sugarcane,Clay,Co 0238,N/A
35.20,67.80,31.54,19.22,75.71,N/A,7.07,194.85,Sugarcane,Peaty,Co 86032,N/A
61.51,45.85,38.82,27.61,44.95,N/A,6.28,272.92,Sugarcane,Loamy,Co 99004,N/A
149.11,89.93,26.45,15.71,68.07,N/A,8.16,158.55,Sugarcane,Sandy,Co 0238,N/A
15.26,81.69,38.98,10.36,67.69,N/A,6.71,86.34,Sugarcane,Sandy,Co 0238,N/A
124.89,58.92,95.92,43.66,73.48,N/A,7.57,330.52,Sugarcane,Sandy,Co 99004,N/A
145.53,87.28,63.73,16.10,45.86,N/A,6.66,136.18,Sugarcane,Saline,Co 0238,N/A
93.90,42.30,52.75,23.60,52.04,N/A,6.09,28.08,Sugarcane,Silt,Co 0238,N/A
121.03,23.28,16.43,14.78,67.98,N/A,7.30,163.83,Sugarcane,Loamy,Co 86032,N/A
58.38,39.02,79.12,38.02,77.66,N/A,4.75,223.63,Sugarcane,Clay,Co 86032,N/A
86.15,54.57,15.95,37.71,55.68,N/A,5.22,247.56,Sugarcane,Clay,Co 86032,N/A
106.99,54.78,39.09,13.28,65.25,N/A,8.41,53.17,Sugarcane,Clay,Co 99004,N/A
10.31,68.76,18.49,13.12,82.94,N/A,4.75,96.26,Sugarcane,Clay,Co 86032,N/A
12.84,17.53,66.85,21.90,96.17,N/A,5.71,358.21,Sugarcane,Clay,Co 0238,N/A
72.53,68.77,10.58,29.78,66.19,N/A,6.99,379.52,Sugarcane,Silt,Co 0238,N/A
94.12,9.66,39.76,37.89,69.78,N/A,6.29,271.79,Sugarcane,Peaty,Co 0238,N/A
119.79,86.85,67.17,28.02,61.72,N/A,7.12,122.65,Sugarcane,Clay,Co 86032,N/A
132.62,85.14,25.71,18.66,59.12,N/A,5.21,91.46,Sugarcane,Peaty,Co 99004,N/A
102.97,24.66,46.50,35.98,66.24,N/A,5.58,186.21,Sugarcane,Silt,Co 0238,N/A
117.72,72.42,33.38,34.92,36.96,N/A,6.63,177.26,Sugarcane,Saline,Co 86032,N/A
113.50,42.32,25.22,22.26,59.09,N/A,6.52,281.64,Sugarcane,Peaty,Co 86032,N/A
14.45,29.50,72.05,44.93,87.96,N/A,5.88,108.16,Sugarcane,Clay,Co 86032,N/A
83.87,53.11,56.29,19.59,92.06,N/A,8.25,80.96,Sugarcane,Clay,Co 99004,N/A
21.84,83.71,82.34,44.65,34.81,N/A,5.03,338.05,Sugarcane,Clay,Co 86032,N/A
15.43,78.70,66.58,23.85,97.42,N/A,7.13,260.09,Sugarcane,Sandy,Co 99004,N/A
97.22,72.95,82.08,40.01,39.54,N/A,5.85,265.15,Sugarcane,Peaty,Co 86032,N/A
37.80,37.79,34.86,33.51,66.91,N/A,5.51,141.88,Sugarcane,Saline,Co 0238,N/A
44.41,59.13,76.90,26.46,76.63,N/A,7.05,285.39,Sugarcane,Clay,Co 86032,N/A
148.39,47.13,11.26,27.86,76.87,N/A,6.09,290.48,Sugarcane,Sandy,Co 99004,N/A
96.33,53.92,83.04,21.79,41.97,N/A,7.16,384.64,Sugarcane,Sandy,Co 0238,N/A
15.71,51.17,37.12,41.89,50.01,N/A,6.41,32.23,Sugarcane,Loamy,Co 99004,N/A
61.17,11.86,60.19,21.72,96.84,N/A,5.25,172.77,Sugarcane,Loamy,Co 0238,N/A
53.98,22.87,48.29,28.31,53.67,N/A,6.66,215.98,Sugarcane,Clay,Co 99004,N/A
17.20,84.36,94.60,25.39,38.94,N/A,5.20,162.25,Sugarcane,Clay,Co 86032,N/A
83.30,29.38,18.62,44.73,73.10,N/A,6.27,202.67,Sugarcane,Silt,Co 99004,N/A
21.72,64.00,33.45,34.93,41.11,N/A,7.50,201.11,Sugarcane,Loamy,Co 0238,N/A
69.49,74.71,90.97,37.83,47.23,N/A,5.90,171.42,Sugarcane,Loamy,Co 0238,N/A
134.66,15.30,56.18,22.09,73.37,N/A,7.25,236.43,Sugarcane,Saline,Co 99004,N/A
40.66,40.77,82.68,20.27,84.14,N/A,7.39,139.50,Sugarcane,Clay,Co 99004,N/A
62.65,43.91,68.31,16.45,45.42,N/A,8.21,323.42,Sugarcane,Sandy,Co 99004,N/A
109.32,48.28,24.55,33.70,99.19,N/A,8.49,247.43,Sugarcane,Silt,Co 0238,N/A
18.64,7.68,52.32,39.19,76.06,N/A,7.71,47.61,Sugarcane,Clay,Co 86032,N/A
22.79,83.31,69.81,21.68,89.70,N/A,4.63,96.21,Sugarcane,Peaty,Co 99004,N/A
99.11,80.18,70.23,10.57,44.04,N/A,8.41,325.84,Sugarcane,Peaty,Co 99004,N/A
68.27,17.78,77.69,24.52,66.36,N/A,7.50,103.37,Sugarcane,Saline,Co 86032,N/A
112.66,35.68,95.24,13.94,39.93,N/A,7.05,295.85,Sugarcane,Saline,Co 86032,N/A
26.54,72.95,91.70,34.99,76.42,N/A,7.13,37.83,Sugarcane,Clay,Co 99004,N/A
139.92,44.88,26.16,28.78,62.64,N/A,5.04,48.58,Sugarcane,Loamy,Co 0238,N/A
109.11,33.20,91.98,21.21,69.68,N/A,5.79,277.68,Sugarcane,Sandy,Co 99004,N/A
74.69,15.33,15.04,25.61,89.22,N/A,5.80,214.52,Sugarcane,Silt,Co 86032,N/A
39.15,25.36,98.55,39.46,62.86,N/A,5.24,174.26,Sugarcane,Saline,Co 99004,N/A
59.64,32.36,80.45,10.19,80.44,N/A,7.51,187.55,Sugarcane,Saline,Co 99004,N/A
139.15,22.07,36.08,44.95,58.97,N/A,7.53,390.30,Sugarcane,Clay,Co 99004,N/A
30.95,71.23,43.47,24.85,91.40,N/A,5.29,383.25,Sugarcane,Peaty,Co 99004,N/A
61.47,56.93,85.46,39.55,49.63,N/A,5.85,122.54,Sugarcane,Loamy,Co 86032,N/A
145.05,53.82,78.83,22.26,31.37,N/A,6.42,276.21,Sugarcane,Clay,Co 0238,N/A
56.96,33.89,75.29,11.37,43.05,N/A,5.02,389.05,Sugarcane,Saline,Co 99004,N/A
43.39,26.41,55.10,11.14,98.08,N/A,5.31,232.66,Sugarcane,Clay,Co 0238,N/A
109.48,83.41,19.02,27.38,55.26,N/A,4.93,241.51,Sugarcane,Silt,Co 99004,N/A
106.56,45.87,55.57,11.71,77.52,N/A,5.67,330.32,Sugarcane,Peaty,Co 0238,N/A
56.80,28.68,98.04,19.88,91.87,N/A,6.36,194.08,Sugarcane,Peaty,Co 0238,N/A
75.59,59.57,58.49,38.20,97.54,N/A,5.34,322.97,Sugarcane,Loamy,Co 86032,N/A
29.47,32.41,25.19,10.28,92.52,N/A,8.29,182.31,Sugarcane,Clay,Co 86032,N/A
47.31,53.65,24.30,29.95,65.87,N/A,7.93,356.17,Sugarcane,Saline,Co 86032,N/A
75.52,85.72,28.51,38.59,61.82,N/A,6.96,173.33,Sugarcane,Loamy,Co 99004,N/A
124.35,61.85,27.00,32.21,58.09,N/A,6.48,357.31,Sugarcane,Loamy,Co 99004,N/A
52.47,45.05,91.68,25.51,92.29,N/A,7.90,353.77,Sugarcane,Clay,Co 86032,N/A
108.25,19.28,95.20,42.13,85.49,N/A,6.38,272.17,Sugarcane,Clay,Co 86032,N/A
142.21,6.87,26.93,32.27,93.37,N/A,8.11,311.12,Sugarcane,Loamy,Co 0238,N/A
90.62,14.88,30.81,15.44,87.21,N/A,7.48,328.63,Sugarcane,Sandy,Co 86032,N/A
113.46,49.60,73.77,26.87,99.16,N/A,7.01,247.94,Sugarcane,Clay,Co 86032,N/A
34.88,23.11,60.69,18.87,61.85,N/A,5.27,228.38,Sugarcane,Peaty,Co 86032,N/A
110.43,10.03,93.90,31.06,55.61,N/A,5.02,280.95,Sugarcane,Saline,Co 86032,N/A
20.35,76.07,15.43,27.65,62.14,N/A,6.94,148.92,Sugarcane,Sandy,Co 86032,N/A
119.22,58.93,70.85,27.33,83.04,N/A,4.80,211.69,Sugarcane,Loamy,Co 0238,N/A
51.60,76.10,66.05,38.97,93.04,N/A,4.92,387.86,Sugarcane,Sandy,Co 99004,N/A
29.73,73.70,33.60,26.59,74.80,N/A,6.27,168.46,Sugarcane,Saline,Co 0238,N/A
60.35,25.64,45.43,15.35,64.47,N/A,7.11,128.48,Sugarcane,Clay,Co 99004,N/A
121.31,22.23,57.23,23.12,98.09,N/A,5.08,52.40,Sugarcane,Loamy,Co 99004,N/A
79.15,55.57,95.68,36.64,43.59,N/A,5.41,326.17,Sugarcane,Clay,Co 86032,N/A
61.93,66.93,65.92,22.50,95.80,N/A,6.47,299.94,Sugarcane,Silt,Co 0238,N/A
140.83,14.18,24.87,10.85,67.58,N/A,7.32,356.18,Sugarcane,Clay,Co 86032,N/A
124.77,37.44,36.22,11.47,31.87,N/A,7.66,344.76,Sugarcane,Loamy,Co 99004,N/A
55.98,44.39,11.40,21.74,85.05,N/A,8.25,286.02,Sugarcane,Clay,Co 0238,N/A
15.62,77.98,23.71,29.10,67.23,N/A,6.04,276.51,Sugarcane,Peaty,Co 99004,N/A
99.97,10.09,46.75,41.38,54.04,N/A,8.34,37.08,Sugarcane,Loamy,Co 86032,N/A
140.40,72.64,26.29,29.82,56.28,N/A,6.84,336.18,Sugarcane,Sandy,Co 86032,N/A
136.29,87.23,50.05,32.73,87.24,N/A,4.60,191.03,Sugarcane,Saline,Co 99004,N/A
34.61,32.04,73.84,34.14,77.24,N/A,4.69,276.53,Sugarcane,Silt,Co 86032,N/A
146.98,47.03,16.95,15.82,83.13,N/A,4.76,350.10,Sugarcane,Saline,Co 86032,N/A
95.80,43.90,46.84,21.86,46.42,N/A,8.42,65.38,Sugarcane,Silt,Co 99004,N/A
88.14,49.21,22.49,33.37,31.97,N/A,8.26,187.87,Sugarcane,Saline,Co 99004,N/A
17.59,28.14,99.58,25.65,83.12,N/A,5.32,106.15,Sugarcane,Silt,Co 99004,N/A
83.19,60.56,67.64,15.44,51.55,N/A,4.64,387.44,Sugarcane,Peaty,Co 86032,N/A
131.67,55.36,76.21,18.52,97.20,N/A,5.82,204.87,Sugarcane,Loamy,Co 99004,N/A
43.17,85.96,32.20,40.82,61.31,N/A,5.73,183.89,Sugarcane,Loamy,Co 99004,N/A
135.14,56.37,41.28,37.19,38.68,N/A,6.66,160.14,Sugarcane,Silt,Co 86032,N/A
96.53,16.96,73.09,35.36,99.90,N/A,8.20,282.83,Sugarcane,Peaty,Co 0238,N/A
63.30,17.13,52.51,23.73,30.56,N/A,8.11,23.82,Sugarcane,Saline,Co 99004,N/A
48.83,76.52,58.27,30.06,55.06,N/A,5.12,146.10,Sugarcane,Clay,Co 0238,N/A
122.60,75.21,47.26,14.58,76.36,N/A,7.49,184.70,Sugarcane,Loamy,Co 99004,N/A
146.27,77.44,43.26,18.71,97.50,N/A,7.51,123.05,Sugarcane,Loamy,Co 86032,N/A
47.46,30.11,86.94,33.09,63.26,N/A,6.62,107.97,Sugarcane,Saline,Co 86032,N/A
117.88,25.73,56.49,29.88,69.58,N/A,6.20,75.02,Sugarcane,Loamy,Co 0238,N/A
23.53,20.49,26.74,27.00,57.31,N/A,7.65,66.31,Sugarcane,Peaty,Co 86032,N/A
74.47,21.08,20.42,19.91,70.42,N/A,5.33,394.83,Sugarcane,Sandy,Co 86032,N/A
54.23,33.13,53.03,32.03,80.17,N/A,8.33,61.71,Sugarcane,Silt,Co 0238,N/A
62.65,22.70,15.56,35.09,33.61,N/A,7.22,62.02,Sugarcane,Saline,Co 99004,N/A
20.09,22.23,46.39,16.01,93.10,N/A,7.18,58.52,Sugarcane,Clay,Co 0238,N/A
75.30,71.19,83.83,27.61,39.87,N/A,4.65,375.16,Sugarcane,Silt,Co 0238,N/A
88.27,52.19,82.09,39.79,95.11,N/A,6.91,387.42,Sugarcane,Saline,Co 99004,N/A
29.07,40.19,85.19,12.84,33.94,N/A,7.31,217.45,Sugarcane,Loamy,Co 0238,N/A
82.83,59.23,22.82,33.54,66.53,N/A,5.96,396.21,Sugarcane,Peaty,Co 0238,N/A
139.35,13.86,55.84,24.76,57.43,N/A,7.39,380.58,Sugarcane,Sandy,Co 0238,N/A
29.97,73.91,75.05,13.77,82.94,N/A,5.81,20.37,Sugarcane,Clay,Co 99004,N/A
37.04,79.10,91.96,23.50,96.75,N/A,6.37,101.85,Sugarcane,Loamy,Co 0238,N/A
146.85,69.60,38.99,32.48,39.57,N/A,7.50,167.53,Sugarcane,Silt,Co 99004,N/A
84.29,32.00,62.46,12.83,30.85,N/A,5.80,23.17,Sugarcane,Clay,Co 0238,N/A
99.68,88.93,82.67,43.53,99.52,N/A,7.36,271.59,Sugarcane,Sandy,Co 99004,N/A
7.18,74.15,11.38,42.74,90.05,N/A,7.14,261.42,Sugarcane,Clay,Co 86032,N/A
54.05,26.82,45.11,16.59,41.57,N/A,6.19,124.94,Sugarcane,Saline,Co 86032,N/A
86.47,18.24,14.55,22.79,89.95,N/A,4.56,94.80,Sugarcane,Loamy,Co 86032,N/A
48.54,59.30,37.31,41.25,70.86,N/A,7.00,169.54,Sugarcane,Loamy,Co 86032,N/A
27.13,19.14,18.72,12.84,37.52,N/A,7.59,88.36,Sugarcane,Peaty,Co 0238,N/A
9.33,61.59,15.69,31.44,78.71,N/A,7.21,331.53,Sugarcane,Silt,Co 0238,N/A
108.79,54.70,46.60,38.06,92.66,N/A,4.68,21.71,Sugarcane,Clay,Co 86032,N/A
31.64,66.28,71.55,26.08,94.33,N/A,5.04,261.68,Sugarcane,Silt,Co 99004,N/A
93.05,68.27,65.89,35.15,76.44,N/A,6.08,145.52,Sugarcane,Clay,Co 99004,N/A
66.16,79.16,30.94,42.30,40.73,N/A,4.90,178.49,Sugarcane,Clay,Co 99004,N/A
26.10,44.90,45.54,25.49,60.16,N/A,5.28,171.01,Sugarcane,Saline,Co 86032,N/A
80.44,17.97,77.56,36.69,40.41,N/A,7.71,108.47,Sugarcane,Silt,Co 86032,N/A
99.51,10.49,88.21,21.92,62.77,N/A,5.91,24.69,Sugarcane,Peaty,Co 0238,N/A
118.44,18.60,90.91,16.42,95.58,N/A,5.34,229.86,Sugarcane,Saline,Co 0238,N/A
36.19,30.15,32.91,33.50,72.73,N/A,4.62,277.68,Sugarcane,Sandy,Co 0238,N/A
60.19,59.51,43.27,35.60,61.48,N/A,6.49,334.42,Sugarcane,Peaty,Co 0238,N/A
26.01,40.62,49.49,37.55,46.24,N/A,5.83,341.53,Sugarcane,Sandy,Co 86032,N/A
116.92,12.96,18.66,11.92,47.47,N/A,8.49,296.47,Sugarcane,Loamy,Co 99004,N/A
12.52,29.40,22.55,44.37,61.92,N/A,5.85,190.11,Sugarcane,Saline,Co 86032,N/A
18.49,9.53,78.98,26.14,94.07,N/A,6.39,153.57,Sugarcane,Clay,Co 99004,N/A
5.07,84.09,82.48,12.87,31.79,N/A,7.24,78.37,Sugarcane,Sandy,Co 0238,N/A
33.52,73.43,84.81,31.89,86.92,N/A,7.68,367.98,Sugarcane,Saline,Co 86032,N/A
39.94,48.35,86.16,40.00,87.37,N/A,5.42,260.39,Sugarcane,Sandy,Co 86032,N/A
78.91,16.30,69.19,30.25,77.65,N/A,8.37,71.08,Sugarcane,Loamy,Co 99004,N/A
46.41,22.34,87.47,15.27,56.79,N/A,7.40,42.23,Sugarcane,Sandy,Co 0238,N/A
62.17,47.65,18.67,17.45,87.72,N/A,7.98,273.59,Sugarcane,Clay,Co 99004,N/A
76.38,81.76,60.34,16.55,91.11,N/A,5.45,153.79,Sugarcane,Silt,Co 99004,N/A
113.34,46.61,65.86,39.91,96.06,N/A,6.41,389.90,Sugarcane,Loamy,Co 86032,N/A
118.00,39.33,58.20,18.38,71.54,N/A,5.97,202.71,Sugarcane,Silt,Co 99004,N/A
12.29,86.75,32.82,41.58,54.99,N/A,6.33,172.59,Sugarcane,Clay,Co 99004,N/A
147.56,75.40,21.29,43.79,86.67,N/A,6.12,109.74,Sugarcane,Saline,Co 86032,N/A
99.10,58.01,11.38,42.31,72.01,N/A,5.95,174.93,Sugarcane,Loamy,Co 99004,N/A
88.48,57.61,75.55,14.16,80.31,N/A,8.45,173.08,Sugarcane,Loamy,Co 99004,N/A
91.93,50.62,63.66,15.23,49.77,N/A,5.01,387.67,Sugarcane,Saline,Co 0238,N/A
147.87,30.99,84.66,21.96,36.41,N/A,7.28,220.65,Sugarcane,Loamy,Co 0238,N/A
141.24,48.74,30.57,21.02,40.99,N/A,7.21,319.53,Sugarcane,Silt,Co 86032,N/A
128.42,78.01,15.16,38.75,57.21,N/A,7.74,42.20,Sugarcane,Loamy,Co 99004,N/A
142.74,21.79,72.92,31.39,63.80,N/A,4.79,382.27,Sugarcane,Silt,Co 86032,N/A
42.46,47.50,52.03,25.75,79.74,N/A,6.29,333.38,Sugarcane,Sandy,Co 86032,N/A
60.05,55.81,58.81,40.53,84.19,N/A,6.68,280.91,Sugarcane,Sandy,Co 0238,N/A
141.99,64.66,64.19,43.82,92.38,N/A,8.33,294.11,Sugarcane,Silt,Co 0238,N/A
96.78,27.41,30.78,12.71,93.28,N/A,7.09,364.36,Sugarcane,Saline,Co 86032,N/A
56.31,50.83,35.45,27.81,31.83,N/A,4.79,283.45,Sugarcane,Silt,Co 99004,N/A
115.58,25.29,19.68,13.14,86.67,N/A,7.21,115.12,Sugarcane,Peaty,Co 0238,N/A
